Symbol,Month,Year
AAPL,3,2005
AMAT,3,2005
APTV,3,2005
ACGL,3,2005
ADM,3,2005
ANET,3,2005
AJG,3,2005
AIZ,3,2005
T,3,2005
ATO,3,2005
ADSK,3,2005
ADP,3,2005
AZO,3,2005
AVB,3,2005
AVY,3,2005
AXON,3,2005
BKR,3,2005
BALL,3,2005
BAC,3,2005
BAX,3,2005
BDX,3,2005
BRK.B,3,2005
BBY,3,2005
TECH,3,2005
BIIB,3,2005
BLK,3,2005
BX,3,2005
BK,3,2005
BA,3,2005
BKNG,3,2005
BWA,3,2005
BSX,3,2005
BMY,3,2005
AVGO,3,2005
BR,3,2005
BRO,3,2005
BF.B,3,2005
BLDR,3,2005
BG,3,2005
BXP,3,2005
CHRW,3,2005
CDNS,3,2005
CZR,3,2005
CPT,3,2005
CPB,3,2005
COF,3,2005
CAH,3,2005
KMX,3,2005
CCL,3,2005
CARR,3,2005
CTLT,3,2005
CAT,3,2005
CBOE,3,2005
CBRE,3,2005
CDW,3,2005
CE,3,2005
COR,3,2005
CNC,3,2005
CNP,3,2005
CF,3,2005
CRL,3,2005
SCHW,3,2005
CHTR,3,2005
CVX,3,2005
CMG,3,2005
CB,3,2005
CHD,3,2005
CI,3,2005
CINF,3,2005
CTAS,3,2005
CSCO,3,2005
C,3,2005
CFG,3,2005
CLX,3,2005
CME,3,2005
CMS,3,2005
KO,3,2005
CTSH,3,2005
CL,3,2005
CMCSA,3,2005
CAG,3,2005
COP,3,2005
ED,3,2005
STZ,3,2005
CEG,3,2005
COO,3,2005
CPRT,3,2005
GLW,3,2005
CPAY,3,2005
CTVA,3,2005
CSGP,3,2005
COST,3,2005
CTRA,3,2005
CRWD,3,2005
CCI,3,2005
CSX,3,2005
CMI,3,2005
CVS,3,2005
DHR,3,2005
DRI,3,2005
DVA,3,2005
DAY,3,2005
DECK,3,2005
DE,3,2005
DELL,3,2005
DAL,3,2005
DVN,3,2005
DXCM,3,2005
FANG,3,2005
DLR,3,2005
DFS,3,2005
DG,3,2005
DLTR,3,2005
D,3,2005
DPZ,3,2005
DOV,3,2005
DOW,3,2005
DHI,3,2005
DTE,3,2005
DUK,3,2005
DD,3,2005
EMN,3,2005
ETN,3,2005
EBAY,3,2005
ECL,3,2005
EIX,3,2005
EW,3,2005
EA,3,2005
ELV,3,2005
EMR,3,2005
ENPH,3,2005
ETR,3,2005
EOG,3,2005
EPAM,3,2005
EQT,3,2005
EFX,3,2005
EQIX,3,2005
EQR,3,2005
ERIE,3,2005
ESS,3,2005
EL,3,2005
EG,3,2005
EVRG,3,2005
ES,3,2005
EXC,3,2005
EXPE,3,2005
EXPD,3,2005
EXR,3,2005
XOM,3,2005
FFIV,3,2005
FDS,3,2005
FICO,3,2005
FAST,3,2005
FRT,3,2005
FDX,3,2005
FIS,3,2005
FITB,3,2005
FSLR,3,2005
FE,3,2005
FI,3,2005
FMC,3,2005
F,3,2005
FTNT,3,2005
FTV,3,2005
FOXA,3,2005
FOX,3,2005
BEN,3,2005
FCX,3,2005
GRMN,3,2005
IT,3,2005
GE,3,2005
GEHC,3,2005
GEV,3,2005
GEN,3,2005
GNRC,3,2005
GD,3,2005
GIS,3,2005
GM,3,2005
GPC,3,2005
GILD,3,2005
GPN,3,2005
GL,3,2005
GDDY,3,2005
GS,3,2005
HAL,3,2005
HIG,3,2005
HAS,3,2005
HCA,3,2005
DOC,3,2005
HSIC,3,2005
HSY,3,2005
HES,3,2005
HPE,3,2005
HLT,3,2005
HOLX,3,2005
HD,3,2005
HON,3,2005
HRL,3,2005
HST,3,2005
HWM,3,2005
HPQ,3,2005
HUBB,3,2005
HUM,3,2005
HBAN,3,2005
HII,3,2005
IBM,3,2005
IEX,3,2005
IDXX,3,2005
ITW,3,2005
INCY,3,2005
IR,3,2005
PODD,3,2005
INTC,3,2005
ICE,3,2005
IFF,3,2005
IP,3,2005
IPG,3,2005
INTU,3,2005
ISRG,3,2005
IVZ,3,2005
INVH,3,2005
IQV,3,2005
IRM,3,2005
JBHT,3,2005
JBL,3,2005
JKHY,3,2005
J,3,2005
JNJ,3,2005
JCI,3,2005
JPM,3,2005
JNPR,3,2005
K,3,2005
KVUE,3,2005
KDP,3,2005
KEY,3,2005
KEYS,3,2005
KMB,3,2005
KIM,3,2005
KMI,3,2005
KKR,3,2005
KLAC,3,2005
KHC,3,2005
KR,3,2005
LHX,3,2005
LH,3,2005
LRCX,3,2005
LW,3,2005
LVS,3,2005
LDOS,3,2005
LEN,3,2005
LLY,3,2005
LIN,3,2005
LYV,3,2005
LKQ,3,2005
LMT,3,2005
L,3,2005
LOW,3,2005
LULU,3,2005
LYB,3,2005
MTB,3,2005
MRO,3,2005
MPC,3,2005
MKTX,3,2005
MAR,3,2005
MMC,3,2005
MLM,3,2005
MAS,3,2005
MA,3,2005
MTCH,3,2005
MKC,3,2005
MCD,3,2005
MCK,3,2005
MDT,3,2005
MRK,3,2005
META,3,2005
MET,3,2005
MTD,3,2005
MGM,3,2005
MCHP,3,2005
MU,3,2005
MSFT,3,2005
MAA,3,2005
MRNA,3,2005
MHK,3,2005
MOH,3,2005
TAP,3,2005
MDLZ,3,2005
MPWR,3,2005
MNST,3,2005
MCO,3,2005
MS,3,2005
MOS,3,2005
MSI,3,2005
MSCI,3,2005
NDAQ,3,2005
NTAP,3,2005
NFLX,3,2005
NEM,3,2005
NWSA,3,2005
NWS,3,2005
NEE,3,2005
NKE,3,2005
NI,3,2005
NDSN,3,2005
NSC,3,2005
NTRS,3,2005
NOC,3,2005
NCLH,3,2005
NRG,3,2005
NUE,3,2005
NVDA,3,2005
NVR,3,2005
NXPI,3,2005
ORLY,3,2005
OXY,3,2005
ODFL,3,2005
OMC,3,2005
ON,3,2005
OKE,3,2005
ORCL,3,2005
OTIS,3,2005
PCAR,3,2005
PKG,3,2005
PLTR,3,2005
PANW,3,2005
PARA,3,2005
PH,3,2005
PAYX,3,2005
PAYC,3,2005
PYPL,3,2005
PNR,3,2005
PEP,3,2005
PFE,3,2005
PCG,3,2005
PM,3,2005
PSX,3,2005
PNW,3,2005
PNC,3,2005
POOL,3,2005
PPG,3,2005
PPL,3,2005
PFG,3,2005
PG,3,2005
PGR,3,2005
PLD,3,2005
PRU,3,2005
PEG,3,2005
PTC,3,2005
PSA,3,2005
PHM,3,2005
QRVO,3,2005
PWR,3,2005
QCOM,3,2005
DGX,3,2005
RL,3,2005
RJF,3,2005
RTX,3,2005
O,3,2005
REG,3,2005
REGN,3,2005
RF,3,2005
RSG,3,2005
RMD,3,2005
RVTY,3,2005
ROK,3,2005
ROL,3,2005
ROP,3,2005
ROST,3,2005
RCL,3,2005
SPGI,3,2005
CRM,3,2005
SBAC,3,2005
SLB,3,2005
STX,3,2005
SRE,3,2005
NOW,3,2005
SHW,3,2005
SPG,3,2005
SWKS,3,2005
SJM,3,2005
SW,3,2005
SNA,3,2005
SOLV,3,2005
SO,3,2005
LUV,3,2005
SWK,3,2005
SBUX,3,2005
STT,3,2005
STLD,3,2005
STE,3,2005
SYK,3,2005
SMCI,3,2005
SYF,3,2005
SNPS,3,2005
SYY,3,2005
TMUS,3,2005
TROW,3,2005
TTWO,3,2005
TPR,3,2005
TRGP,3,2005
TGT,3,2005
TEL,3,2005
TDY,3,2005
TFX,3,2005
TER,3,2005
TSLA,3,2005
TXN,3,2005
TXT,3,2005
TMO,3,2005
TJX,3,2005
TSCO,3,2005
TT,3,2005
TDG,3,2005
TRV,3,2005
TRMB,3,2005
TFC,3,2005
TYL,3,2005
TSN,3,2005
USB,3,2005
UBER,3,2005
UDR,3,2005
ULTA,3,2005
UNP,3,2005
UAL,3,2005
UPS,3,2005
URI,3,2005
UNH,3,2005
UHS,3,2005
VLO,3,2005
VTR,3,2005
VLTO,3,2005
VRSN,3,2005
VRSK,3,2005
VZ,3,2005
VRTX,3,2005
VTRS,3,2005
VICI,3,2005
V,3,2005
VST,3,2005
VMC,3,2005
WRB,3,2005
GWW,3,2005
WAB,3,2005
WBA,3,2005
WMT,3,2005
DIS,3,2005
WBD,3,2005
WM,3,2005
WAT,3,2005
WEC,3,2005
WFC,3,2005
WELL,3,2005
WST,3,2005
WDC,3,2005
WY,3,2005
WMB,3,2005
WTW,3,2005
WYNN,3,2005
XEL,3,2005
XYL,3,2005
YUM,3,2005
ZBRA,3,2005
ZBH,3,2005
ZTS,3,2005
MMM,4,2005
AOS,4,2005
ABT,4,2005
ABBV,4,2005
ACN,4,2005
ADBE,4,2005
AMD,4,2005
AES,4,2005
AFL,4,2005
A,4,2005
APD,4,2005
ABNB,4,2005
AKAM,4,2005
ALB,4,2005
ARE,4,2005
ALGN,4,2005
ALLE,4,2005
LNT,4,2005
ALL,4,2005
GOOGL,4,2005
GOOG,4,2005
MO,4,2005
AMZN,4,2005
AMCR,4,2005
AMTM,4,2005
AEE,4,2005
AEP,4,2005
AXP,4,2005
AIG,4,2005
AMT,4,2005
AWK,4,2005
AMP,4,2005
AME,4,2005
AMGN,4,2005
APH,4,2005
ADI,4,2005
ANSS,4,2005
AON,4,2005
APA,4,2005
AAPL,4,2005
AMAT,4,2005
APTV,4,2005
ACGL,4,2005
ADM,4,2005
ANET,4,2005
AJG,4,2005
AIZ,4,2005
T,4,2005
ATO,4,2005
ADSK,4,2005
ADP,4,2005
AZO,4,2005
AVB,4,2005
AVY,4,2005
AXON,4,2005
BKR,4,2005
BALL,4,2005
BAC,4,2005
BAX,4,2005
BDX,4,2005
BRK.B,4,2005
BBY,4,2005
TECH,4,2005
BIIB,4,2005
BLK,4,2005
BX,4,2005
BK,4,2005
BA,4,2005
BKNG,4,2005
BWA,4,2005
BSX,4,2005
BMY,4,2005
AVGO,4,2005
BR,4,2005
BRO,4,2005
BF.B,4,2005
BLDR,4,2005
BG,4,2005
BXP,4,2005
CHRW,4,2005
CDNS,4,2005
CZR,4,2005
CPT,4,2005
CPB,4,2005
COF,4,2005
CAH,4,2005
KMX,4,2005
CCL,4,2005
CARR,4,2005
CTLT,4,2005
CAT,4,2005
CBOE,4,2005
CBRE,4,2005
CDW,4,2005
CE,4,2005
COR,4,2005
CNC,4,2005
CNP,4,2005
CF,4,2005
CRL,4,2005
SCHW,4,2005
CHTR,4,2005
CVX,4,2005
CMG,4,2005
CB,4,2005
CHD,4,2005
CI,4,2005
CINF,4,2005
CTAS,4,2005
CSCO,4,2005
C,4,2005
CFG,4,2005
CLX,4,2005
CME,4,2005
CMS,4,2005
KO,4,2005
CTSH,4,2005
CL,4,2005
CMCSA,4,2005
CAG,4,2005
COP,4,2005
ED,4,2005
STZ,4,2005
CEG,4,2005
COO,4,2005
CPRT,4,2005
GLW,4,2005
CPAY,4,2005
CTVA,4,2005
CSGP,4,2005
COST,4,2005
CTRA,4,2005
CRWD,4,2005
CCI,4,2005
CSX,4,2005
CMI,4,2005
CVS,4,2005
DHR,4,2005
DRI,4,2005
DVA,4,2005
DAY,4,2005
DECK,4,2005
DE,4,2005
DELL,4,2005
DAL,4,2005
DVN,4,2005
DXCM,4,2005
FANG,4,2005
DLR,4,2005
DFS,4,2005
DG,4,2005
DLTR,4,2005
D,4,2005
DPZ,4,2005
DOV,4,2005
DOW,4,2005
DHI,4,2005
DTE,4,2005
DUK,4,2005
DD,4,2005
EMN,4,2005
ETN,4,2005
EBAY,4,2005
ECL,4,2005
EIX,4,2005
EW,4,2005
EA,4,2005
ELV,4,2005
EMR,4,2005
ENPH,4,2005
ETR,4,2005
EOG,4,2005
EPAM,4,2005
EQT,4,2005
EFX,4,2005
EQIX,4,2005
EQR,4,2005
ERIE,4,2005
ESS,4,2005
EL,4,2005
EG,4,2005
EVRG,4,2005
ES,4,2005
EXC,4,2005
EXPE,4,2005
EXPD,4,2005
EXR,4,2005
XOM,4,2005
FFIV,4,2005
FDS,4,2005
FICO,4,2005
FAST,4,2005
FRT,4,2005
FDX,4,2005
FIS,4,2005
FITB,4,2005
FSLR,4,2005
FE,4,2005
FI,4,2005
FMC,4,2005
F,4,2005
FTNT,4,2005
FTV,4,2005
FOXA,4,2005
FOX,4,2005
BEN,4,2005
FCX,4,2005
GRMN,4,2005
IT,4,2005
GE,4,2005
GEHC,4,2005
GEV,4,2005
GEN,4,2005
GNRC,4,2005
GD,4,2005
GIS,4,2005
GM,4,2005
GPC,4,2005
GILD,4,2005
GPN,4,2005
GL,4,2005
GDDY,4,2005
GS,4,2005
HAL,4,2005
HIG,4,2005
HAS,4,2005
HCA,4,2005
DOC,4,2005
HSIC,4,2005
HSY,4,2005
HES,4,2005
HPE,4,2005
HLT,4,2005
HOLX,4,2005
HD,4,2005
HON,4,2005
HRL,4,2005
HST,4,2005
HWM,4,2005
HPQ,4,2005
HUBB,4,2005
HUM,4,2005
HBAN,4,2005
HII,4,2005
IBM,4,2005
IEX,4,2005
IDXX,4,2005
ITW,4,2005
INCY,4,2005
IR,4,2005
PODD,4,2005
INTC,4,2005
ICE,4,2005
IFF,4,2005
IP,4,2005
IPG,4,2005
INTU,4,2005
ISRG,4,2005
IVZ,4,2005
INVH,4,2005
IQV,4,2005
IRM,4,2005
JBHT,4,2005
JBL,4,2005
JKHY,4,2005
J,4,2005
JNJ,4,2005
JCI,4,2005
JPM,4,2005
JNPR,4,2005
K,4,2005
KVUE,4,2005
KDP,4,2005
KEY,4,2005
KEYS,4,2005
KMB,4,2005
KIM,4,2005
KMI,4,2005
KKR,4,2005
KLAC,4,2005
KHC,4,2005
KR,4,2005
LHX,4,2005
LH,4,2005
LRCX,4,2005
LW,4,2005
LVS,4,2005
LDOS,4,2005
LEN,4,2005
LLY,4,2005
LIN,4,2005
LYV,4,2005
LKQ,4,2005
LMT,4,2005
L,4,2005
LOW,4,2005
LULU,4,2005
LYB,4,2005
MTB,4,2005
MRO,4,2005
MPC,4,2005
MKTX,4,2005
MAR,4,2005
MMC,4,2005
MLM,4,2005
MAS,4,2005
MA,4,2005
MTCH,4,2005
MKC,4,2005
MCD,4,2005
MCK,4,2005
MDT,4,2005
MRK,4,2005
META,4,2005
MET,4,2005
MTD,4,2005
MGM,4,2005
MCHP,4,2005
MU,4,2005
MSFT,4,2005
MAA,4,2005
MRNA,4,2005
MHK,4,2005
MOH,4,2005
TAP,4,2005
MDLZ,4,2005
MPWR,4,2005
MNST,4,2005
MCO,4,2005
MS,4,2005
MOS,4,2005
MSI,4,2005
MSCI,4,2005
NDAQ,4,2005
NTAP,4,2005
NFLX,4,2005
NEM,4,2005
NWSA,4,2005
NWS,4,2005
NEE,4,2005
NKE,4,2005
NI,4,2005
NDSN,4,2005
NSC,4,2005
NTRS,4,2005
NOC,4,2005
NCLH,4,2005
NRG,4,2005
NUE,4,2005
NVDA,4,2005
NVR,4,2005
NXPI,4,2005
ORLY,4,2005
OXY,4,2005
ODFL,4,2005
OMC,4,2005
ON,4,2005
OKE,4,2005
ORCL,4,2005
OTIS,4,2005
PCAR,4,2005
PKG,4,2005
PLTR,4,2005
PANW,4,2005
PARA,4,2005
PH,4,2005
PAYX,4,2005
PAYC,4,2005
PYPL,4,2005
PNR,4,2005
PEP,4,2005
PFE,4,2005
PCG,4,2005
PM,4,2005
PSX,4,2005
PNW,4,2005
PNC,4,2005
POOL,4,2005
PPG,4,2005
PPL,4,2005
PFG,4,2005
PG,4,2005
PGR,4,2005
PLD,4,2005
PRU,4,2005
PEG,4,2005
PTC,4,2005
PSA,4,2005
PHM,4,2005
QRVO,4,2005
PWR,4,2005
QCOM,4,2005
DGX,4,2005
RL,4,2005
RJF,4,2005
RTX,4,2005
O,4,2005
REG,4,2005
REGN,4,2005
RF,4,2005
RSG,4,2005
RMD,4,2005
RVTY,4,2005
ROK,4,2005
ROL,4,2005
ROP,4,2005
ROST,4,2005
RCL,4,2005
SPGI,4,2005
CRM,4,2005
SBAC,4,2005
SLB,4,2005
STX,4,2005
SRE,4,2005
NOW,4,2005
SHW,4,2005
SPG,4,2005
SWKS,4,2005
SJM,4,2005
SW,4,2005
SNA,4,2005
SOLV,4,2005
SO,4,2005
LUV,4,2005
SWK,4,2005
SBUX,4,2005
STT,4,2005
STLD,4,2005
STE,4,2005
SYK,4,2005
SMCI,4,2005
SYF,4,2005
SNPS,4,2005
SYY,4,2005
TMUS,4,2005
TROW,4,2005
TTWO,4,2005
TPR,4,2005
TRGP,4,2005
TGT,4,2005
TEL,4,2005
TDY,4,2005
TFX,4,2005
TER,4,2005
TSLA,4,2005
TXN,4,2005
TXT,4,2005
TMO,4,2005
TJX,4,2005
TSCO,4,2005
TT,4,2005
TDG,4,2005
TRV,4,2005
TRMB,4,2005
TFC,4,2005
TYL,4,2005
TSN,4,2005
USB,4,2005
UBER,4,2005
UDR,4,2005
ULTA,4,2005
UNP,4,2005
UAL,4,2005
UPS,4,2005
URI,4,2005
UNH,4,2005
UHS,4,2005
VLO,4,2005
VTR,4,2005
VLTO,4,2005
VRSN,4,2005
VRSK,4,2005
VZ,4,2005
VRTX,4,2005
VTRS,4,2005
VICI,4,2005
V,4,2005
VST,4,2005
VMC,4,2005
WRB,4,2005
GWW,4,2005
WAB,4,2005
WBA,4,2005
WMT,4,2005
DIS,4,2005
WBD,4,2005
WM,4,2005
WAT,4,2005
WEC,4,2005
WFC,4,2005
WELL,4,2005
WST,4,2005
WDC,4,2005
WY,4,2005
WMB,4,2005
WTW,4,2005
WYNN,4,2005
XEL,4,2005
XYL,4,2005
YUM,4,2005
ZBRA,4,2005
ZBH,4,2005
ZTS,4,2005
MMM,5,2005
AOS,5,2005
ABT,5,2005
ABBV,5,2005
ACN,5,2005
ADBE,5,2005
AMD,5,2005
AES,5,2005
AFL,5,2005
A,5,2005
APD,5,2005
ABNB,5,2005
AKAM,5,2005
ALB,5,2005
ARE,5,2005
ALGN,5,2005
ALLE,5,2005
LNT,5,2005
ALL,5,2005
GOOGL,5,2005
GOOG,5,2005
MO,5,2005
AMZN,5,2005
AMCR,5,2005
AMTM,5,2005
AEE,5,2005
AEP,5,2005
AXP,5,2005
AIG,5,2005
AMT,5,2005
AWK,5,2005
AMP,5,2005
AME,5,2005
AMGN,5,2005
APH,5,2005
ADI,5,2005
ANSS,5,2005
AON,5,2005
APA,5,2005
AAPL,5,2005
AMAT,5,2005
APTV,5,2005
ACGL,5,2005
ADM,5,2005
ANET,5,2005
AJG,5,2005
AIZ,5,2005
T,5,2005
ATO,5,2005
ADSK,5,2005
ADP,5,2005
AZO,5,2005
AVB,5,2005
AVY,5,2005
AXON,5,2005
BKR,5,2005
BALL,5,2005
BAC,5,2005
BAX,5,2005
BDX,5,2005
BRK.B,5,2005
BBY,5,2005
TECH,5,2005
BIIB,5,2005
BLK,5,2005
BX,5,2005
BK,5,2005
BA,5,2005
BKNG,5,2005
BWA,5,2005
BSX,5,2005
BMY,5,2005
AVGO,5,2005
BR,5,2005
BRO,5,2005
BF.B,5,2005
BLDR,5,2005
BG,5,2005
BXP,5,2005
CHRW,5,2005
CDNS,5,2005
CZR,5,2005
CPT,5,2005
CPB,5,2005
COF,5,2005
CAH,5,2005
KMX,5,2005
CCL,5,2005
CARR,5,2005
CTLT,5,2005
CAT,5,2005
CBOE,5,2005
CBRE,5,2005
CDW,5,2005
CE,5,2005
COR,5,2005
CNC,5,2005
CNP,5,2005
CF,5,2005
CRL,5,2005
SCHW,5,2005
CHTR,5,2005
CVX,5,2005
CMG,5,2005
CB,5,2005
CHD,5,2005
CI,5,2005
CINF,5,2005
CTAS,5,2005
CSCO,5,2005
C,5,2005
CFG,5,2005
CLX,5,2005
CME,5,2005
CMS,5,2005
KO,5,2005
CTSH,5,2005
CL,5,2005
CMCSA,5,2005
CAG,5,2005
COP,5,2005
ED,5,2005
STZ,5,2005
CEG,5,2005
COO,5,2005
CPRT,5,2005
GLW,5,2005
CPAY,5,2005
CTVA,5,2005
CSGP,5,2005
COST,5,2005
CTRA,5,2005
CRWD,5,2005
CCI,5,2005
CSX,5,2005
CMI,5,2005
CVS,5,2005
DHR,5,2005
DRI,5,2005
DVA,5,2005
DAY,5,2005
DECK,5,2005
DE,5,2005
DELL,5,2005
DAL,5,2005
DVN,5,2005
DXCM,5,2005
FANG,5,2005
DLR,5,2005
DFS,5,2005
DG,5,2005
DLTR,5,2005
D,5,2005
DPZ,5,2005
DOV,5,2005
DOW,5,2005
DHI,5,2005
DTE,5,2005
DUK,5,2005
DD,5,2005
EMN,5,2005
ETN,5,2005
EBAY,5,2005
ECL,5,2005
EIX,5,2005
EW,5,2005
EA,5,2005
ELV,5,2005
EMR,5,2005
ENPH,5,2005
ETR,5,2005
EOG,5,2005
EPAM,5,2005
EQT,5,2005
EFX,5,2005
EQIX,5,2005
EQR,5,2005
ERIE,5,2005
ESS,5,2005
EL,5,2005
EG,5,2005
EVRG,5,2005
ES,5,2005
EXC,5,2005
EXPE,5,2005
EXPD,5,2005
EXR,5,2005
XOM,5,2005
FFIV,5,2005
FDS,5,2005
FICO,5,2005
FAST,5,2005
FRT,5,2005
FDX,5,2005
FIS,5,2005
FITB,5,2005
FSLR,5,2005
FE,5,2005
FI,5,2005
FMC,5,2005
F,5,2005
FTNT,5,2005
FTV,5,2005
FOXA,5,2005
FOX,5,2005
BEN,5,2005
FCX,5,2005
GRMN,5,2005
IT,5,2005
GE,5,2005
GEHC,5,2005
GEV,5,2005
GEN,5,2005
GNRC,5,2005
GD,5,2005
GIS,5,2005
GM,5,2005
GPC,5,2005
GILD,5,2005
GPN,5,2005
GL,5,2005
GDDY,5,2005
GS,5,2005
HAL,5,2005
HIG,5,2005
HAS,5,2005
HCA,5,2005
DOC,5,2005
HSIC,5,2005
HSY,5,2005
HES,5,2005
HPE,5,2005
HLT,5,2005
HOLX,5,2005
HD,5,2005
HON,5,2005
HRL,5,2005
HST,5,2005
HWM,5,2005
HPQ,5,2005
HUBB,5,2005
HUM,5,2005
HBAN,5,2005
HII,5,2005
IBM,5,2005
IEX,5,2005
IDXX,5,2005
ITW,5,2005
INCY,5,2005
IR,5,2005
PODD,5,2005
INTC,5,2005
ICE,5,2005
IFF,5,2005
IP,5,2005
IPG,5,2005
INTU,5,2005
ISRG,5,2005
IVZ,5,2005
INVH,5,2005
IQV,5,2005
IRM,5,2005
JBHT,5,2005
JBL,5,2005
JKHY,5,2005
J,5,2005
JNJ,5,2005
JCI,5,2005
JPM,5,2005
JNPR,5,2005
K,5,2005
KVUE,5,2005
KDP,5,2005
KEY,5,2005
KEYS,5,2005
KMB,5,2005
KIM,5,2005
KMI,5,2005
KKR,5,2005
KLAC,5,2005
KHC,5,2005
KR,5,2005
LHX,5,2005
LH,5,2005
LRCX,5,2005
LW,5,2005
LVS,5,2005
LDOS,5,2005
LEN,5,2005
LLY,5,2005
LIN,5,2005
LYV,5,2005
LKQ,5,2005
LMT,5,2005
L,5,2005
LOW,5,2005
LULU,5,2005
LYB,5,2005
MTB,5,2005
MRO,5,2005
MPC,5,2005
MKTX,5,2005
MAR,5,2005
MMC,5,2005
MLM,5,2005
MAS,5,2005
MA,5,2005
MTCH,5,2005
MKC,5,2005
MCD,5,2005
MCK,5,2005
MDT,5,2005
MRK,5,2005
META,5,2005
MET,5,2005
MTD,5,2005
MGM,5,2005
MCHP,5,2005
MU,5,2005
MSFT,5,2005
MAA,5,2005
MRNA,5,2005
MHK,5,2005
MOH,5,2005
TAP,5,2005
MDLZ,5,2005
MPWR,5,2005
MNST,5,2005
MCO,5,2005
MS,5,2005
MOS,5,2005
MSI,5,2005
MSCI,5,2005
NDAQ,5,2005
NTAP,5,2005
NFLX,5,2005
NEM,5,2005
NWSA,5,2005
NWS,5,2005
NEE,5,2005
NKE,5,2005
NI,5,2005
NDSN,5,2005
NSC,5,2005
NTRS,5,2005
NOC,5,2005
NCLH,5,2005
NRG,5,2005
NUE,5,2005
NVDA,5,2005
NVR,5,2005
NXPI,5,2005
ORLY,5,2005
OXY,5,2005
ODFL,5,2005
OMC,5,2005
ON,5,2005
OKE,5,2005
ORCL,5,2005
OTIS,5,2005
PCAR,5,2005
PKG,5,2005
PLTR,5,2005
PANW,5,2005
PARA,5,2005
PH,5,2005
PAYX,5,2005
PAYC,5,2005
PYPL,5,2005
PNR,5,2005
PEP,5,2005
PFE,5,2005
PCG,5,2005
PM,5,2005
PSX,5,2005
PNW,5,2005
PNC,5,2005
POOL,5,2005
PPG,5,2005
PPL,5,2005
PFG,5,2005
PG,5,2005
PGR,5,2005
PLD,5,2005
PRU,5,2005
PEG,5,2005
PTC,5,2005
PSA,5,2005
PHM,5,2005
QRVO,5,2005
PWR,5,2005
QCOM,5,2005
DGX,5,2005
RL,5,2005
RJF,5,2005
RTX,5,2005
O,5,2005
REG,5,2005
REGN,5,2005
RF,5,2005
RSG,5,2005
RMD,5,2005
RVTY,5,2005
ROK,5,2005
ROL,5,2005
ROP,5,2005
ROST,5,2005
RCL,5,2005
SPGI,5,2005
CRM,5,2005
SBAC,5,2005
SLB,5,2005
STX,5,2005
SRE,5,2005
NOW,5,2005
SHW,5,2005
SPG,5,2005
SWKS,5,2005
SJM,5,2005
SW,5,2005
SNA,5,2005
SOLV,5,2005
SO,5,2005
LUV,5,2005
SWK,5,2005
SBUX,5,2005
STT,5,2005
STLD,5,2005
STE,5,2005
SYK,5,2005
SMCI,5,2005
SYF,5,2005
SNPS,5,2005
SYY,5,2005
TMUS,5,2005
TROW,5,2005
TTWO,5,2005
TPR,5,2005
TRGP,5,2005
TGT,5,2005
TEL,5,2005
TDY,5,2005
TFX,5,2005
TER,5,2005
TSLA,5,2005
TXN,5,2005
TXT,5,2005
TMO,5,2005
TJX,5,2005
TSCO,5,2005
TT,5,2005
TDG,5,2005
TRV,5,2005
TRMB,5,2005
TFC,5,2005
TYL,5,2005
TSN,5,2005
USB,5,2005
UBER,5,2005
UDR,5,2005
ULTA,5,2005
UNP,5,2005
UAL,5,2005
UPS,5,2005
URI,5,2005
UNH,5,2005
UHS,5,2005
VLO,5,2005
VTR,5,2005
VLTO,5,2005
VRSN,5,2005
VRSK,5,2005
VZ,5,2005
VRTX,5,2005
VTRS,5,2005
VICI,5,2005
V,5,2005
VST,5,2005
VMC,5,2005
WRB,5,2005
GWW,5,2005
WAB,5,2005
WBA,5,2005
WMT,5,2005
DIS,5,2005
WBD,5,2005
WM,5,2005
WAT,5,2005
WEC,5,2005
WFC,5,2005
WELL,5,2005
WST,5,2005
WDC,5,2005
WY,5,2005
WMB,5,2005
WTW,5,2005
WYNN,5,2005
XEL,5,2005
XYL,5,2005
YUM,5,2005
ZBRA,5,2005
ZBH,5,2005
ZTS,5,2005
MMM,6,2005
AOS,6,2005
ABT,6,2005
ABBV,6,2005
ACN,6,2005
ADBE,6,2005
AMD,6,2005
AES,6,2005
AFL,6,2005
A,6,2005
APD,6,2005
ABNB,6,2005
AKAM,6,2005
ALB,6,2005
ARE,6,2005
ALGN,6,2005
ALLE,6,2005
LNT,6,2005
ALL,6,2005
GOOGL,6,2005
GOOG,6,2005
MO,6,2005
AMZN,6,2005
AMCR,6,2005
AMTM,6,2005
AEE,6,2005
AEP,6,2005
AXP,6,2005
AIG,6,2005
AMT,6,2005
AWK,6,2005
AMP,6,2005
AME,6,2005
AMGN,6,2005
APH,6,2005
ADI,6,2005
ANSS,6,2005
AON,6,2005
APA,6,2005
AAPL,6,2005
AMAT,6,2005
APTV,6,2005
ACGL,6,2005
ADM,6,2005
ANET,6,2005
AJG,6,2005
AIZ,6,2005
T,6,2005
ATO,6,2005
ADSK,6,2005
ADP,6,2005
AZO,6,2005
AVB,6,2005
AVY,6,2005
AXON,6,2005
BKR,6,2005
BALL,6,2005
BAC,6,2005
BAX,6,2005
BDX,6,2005
BRK.B,6,2005
BBY,6,2005
TECH,6,2005
BIIB,6,2005
BLK,6,2005
BX,6,2005
BK,6,2005
BA,6,2005
BKNG,6,2005
BWA,6,2005
BSX,6,2005
